date,placeId,view
2022-10-27,4617159628722080630,85
2022-10-26,4617159628722080630,229
2022-10-25,4617159628722080630,326
2022-10-24,4617159628722080630,241
2022-10-23,4617159628722080630,292
2022-10-22,4617159628722080630,23
2022-10-21,4617159628722080630,238
2022-10-20,4617159628722080630,241
2022-10-19,4617159628722080630,277
2022-10-18,4617159628722080630,265
2022-10-17,4617159628722080630,279
2022-10-16,4617159628722080630,305
2022-10-15,4617159628722080630,36
2022-10-14,4617159628722080630,268
2022-10-13,4617159628722080630,251
2022-10-12,4617159628722080630,280
2022-10-11,4617159628722080630,276
2022-10-10,4617159628722080630,286
2022-10-09,4617159628722080630,209
2022-10-08,4617159628722080630,13
2022-10-07,4617159628722080630,227
2022-10-06,4617159628722080630,227
2022-10-05,4617159628722080630,256
2022-10-04,4617159628722080630,265
2022-10-03,4617159628722080630,243
2022-10-02,4617159628722080630,245
2022-10-01,4617159628722080630,20
2022-09-30,4617159628722080630,226
2022-09-29,4617159628722080630,241
2022-09-28,4617159628722080630,258
2022-09-27,4617159628722080630,287
2022-09-26,4617159628722080630,227
2022-09-25,4617159628722080630,222
2022-09-24,4617159628722080630,111
2022-09-23,4617159628722080630,40
2022-09-22,4617159628722080630,224
2022-09-21,4617159628722080630,253
2022-09-20,4617159628722080630,267
2022-09-19,4617159628722080630,259
2022-09-18,4617159628722080630,233
2022-09-17,4617159628722080630,87
2022-09-16,4617159628722080630,260
2022-09-15,4617159628722080630,243
2022-09-14,4617159628722080630,259
2022-09-13,4617159628722080630,262
2022-09-12,4617159628722080630,286
2022-09-11,4617159628722080630,286
2022-09-10,4617159628722080630,23
2022-09-09,4617159628722080630,197
2022-09-08,4617159628722080630,221
2022-09-07,4617159628722080630,215
2022-09-06,4617159628722080630,282
2022-09-05,4617159628722080630,330
2022-09-04,4617159628722080630,730
2022-09-03,4617159628722080630,132
2022-09-02,4617159628722080630,32
2022-09-01,4617159628722080630,25
2022-08-31,4617159628722080630,36
2022-08-30,4617159628722080630,517
2022-08-29,4617159628722080630,452
2022-08-28,4617159628722080630,545
2022-08-27,4617159628722080630,41
2022-08-26,4617159628722080630,26
2022-08-25,4617159628722080630,59
2022-08-24,4617159628722080630,90
2022-08-23,4617159628722080630,82
2022-08-22,4617159628722080630,118
2022-08-21,4617159628722080630,120
2022-08-20,4617159628722080630,42
2022-08-19,4617159628722080630,116
2022-08-18,4617159628722080630,90
2022-08-17,4617159628722080630,57
2022-08-16,4617159628722080630,111
2022-08-15,4617159628722080630,115
2022-08-14,4617159628722080630,95
2022-08-13,4617159628722080630,22
2022-08-12,4617159628722080630,55
2022-08-11,4617159628722080630,74
2022-08-10,4617159628722080630,63
2022-08-09,4617159628722080630,63
2022-08-08,4617159628722080630,64
2022-08-07,4617159628722080630,63
2022-08-06,4617159628722080630,58
2022-08-05,4617159628722080630,42
2022-08-04,4617159628722080630,56
2022-08-03,4617159628722080630,32
2022-08-02,4617159628722080630,419
2022-08-01,4617159628722080630,32
2022-07-31,4617159628722080630,43
2022-07-30,4617159628722080630,33
2022-07-29,4617159628722080630,27
2022-07-28,4617159628722080630,67
2022-07-27,4617159628722080630,112
2022-07-26,4617159628722080630,35
2022-07-25,4617159628722080630,30
2022-07-24,4617159628722080630,30
2022-07-23,4617159628722080630,22
2022-07-22,4617159628722080630,31
2022-07-21,4617159628722080630,32
2022-07-20,4617159628722080630,30
2022-07-19,4617159628722080630,29
2022-07-18,4617159628722080630,39
2022-07-17,4617159628722080630,55
2022-07-16,4617159628722080630,141
2022-07-15,4617159628722080630,479
2022-07-14,4617159628722080630,131
2022-07-13,4617159628722080630,94
2022-07-12,4617159628722080630,70
2022-07-11,4617159628722080630,93
2022-07-10,4617159628722080630,86
2022-07-09,4617159628722080630,122
2022-07-08,4617159628722080630,51
2022-07-07,4617159628722080630,53
2022-07-06,4617159628722080630,73
2022-07-05,4617159628722080630,118
2022-07-04,4617159628722080630,50
2022-07-03,4617159628722080630,79
2022-07-02,4617159628722080630,33
2022-07-01,4617159628722080630,55
2022-06-30,4617159628722080630,57
2022-06-29,4617159628722080630,72
2022-06-28,4617159628722080630,82
2022-06-27,4617159628722080630,70
2022-06-26,4617159628722080630,67
2022-06-25,4617159628722080630,114
2022-06-24,4617159628722080630,68
2022-06-23,4617159628722080630,85
2022-06-22,4617159628722080630,74
2022-06-21,4617159628722080630,76
2022-06-20,4617159628722080630,95
2022-06-19,4617159628722080630,56
2022-06-18,4617159628722080630,81
2022-06-17,4617159628722080630,110
2022-06-16,4617159628722080630,115
2022-06-15,4617159628722080630,72
2022-06-14,4617159628722080630,91
2022-06-13,4617159628722080630,94
2022-06-12,4617159628722080630,135
2022-06-11,4617159628722080630,49
2022-06-10,4617159628722080630,81
2022-06-09,4617159628722080630,74
2022-06-08,4617159628722080630,59
2022-06-07,4617159628722080630,49
2022-06-06,4617159628722080630,61
2022-06-05,4617159628722080630,26
2022-06-04,4617159628722080630,64
2022-06-03,4617159628722080630,169
2022-06-02,4617159628722080630,217
2022-06-01,4617159628722080630,340
2022-05-31,4617159628722080630,265
2022-05-30,4617159628722080630,337
2022-05-29,4617159628722080630,307
2022-05-28,4617159628722080630,67
2022-05-27,4617159628722080630,260
2022-05-26,4617159628722080630,371
2022-05-25,4617159628722080630,335
2022-05-24,4617159628722080630,888
2022-05-23,4617159628722080630,503
2022-05-22,4617159628722080630,516
2022-05-21,4617159628722080630,190
2022-05-20,4617159628722080630,782
2022-05-19,4617159628722080630,738
2022-05-18,4617159628722080630,859
2022-05-17,4617159628722080630,941
2022-05-16,4617159628722080630,838
2022-05-15,4617159628722080630,874
2022-05-14,4617159628722080630,112
2022-05-13,4617159628722080630,331
2022-05-12,4617159628722080630,439
2022-05-11,4617159628722080630,641
2022-05-10,4617159628722080630,700
2022-05-09,4617159628722080630,172
2022-05-08,4617159628722080630,275
2022-05-07,4617159628722080630,220
2022-05-06,4617159628722080630,547
2022-05-05,4617159628722080630,739
2022-05-04,4617159628722080630,683
2022-05-03,4617159628722080630,655
2022-05-02,4617159628722080630,593
2022-05-01,4617159628722080630,110
2022-04-30,4617159628722080630,80
2022-04-29,4617159628722080630,101
2022-04-28,4617159628722080630,265
2022-04-27,4617159628722080630,164
2022-04-26,4617159628722080630,238
2022-04-25,4617159628722080630,606
2022-04-24,4617159628722080630,588
2022-04-23,4617159628722080630,96
2022-04-22,4617159628722080630,272
2022-04-21,4617159628722080630,293
2022-04-20,4617159628722080630,542
2022-04-19,4617159628722080630,653
2022-04-18,4617159628722080630,611
2022-04-17,4617159628722080630,608
2022-04-16,4617159628722080630,205
2022-04-15,4617159628722080630,527
2022-04-14,4617159628722080630,789
2022-04-13,4617159628722080630,655
2022-04-12,4617159628722080630,734
2022-04-11,4617159628722080630,696
2022-04-10,4617159628722080630,192
2022-04-09,4617159628722080630,296
2022-04-08,4617159628722080630,547
2022-04-07,4617159628722080630,765
2022-04-06,4617159628722080630,669
