date,view
2022-06-22,224.0
2022-06-23,248.0
2022-06-24,295.0
2022-06-25,317.0
2022-06-26,241.0
2022-06-27,260.0
2022-06-28,194.0
2022-06-29,245.0
2022-06-30,207.0
2022-07-01,198.0
2022-07-02,311.0
2022-07-03,186.0
2022-07-04,155.0
2022-07-05,217.0
2022-07-06,153.0
2022-07-07,153.0
2022-07-08,160.0
2022-07-09,181.0
2022-07-10,180.0
2022-07-11,153.0
2022-07-12,172.0
2022-07-13,194.0
2022-07-14,162.0
2022-07-15,267.0
2022-07-16,295.0
2022-07-17,181.0
2022-07-18,198.0
2022-07-19,204.0
2022-07-20,151.0
2022-07-21,190.0
2022-07-22,209.0
2022-07-23,223.0
2022-07-24,151.0
2022-07-25,213.0
2022-07-26,173.0
2022-07-27,208.0
2022-07-28,197.0
2022-07-29,225.0
2022-07-30,253.0
2022-07-31,101.0
2022-08-01,159.0
2022-08-02,164.0
2022-08-03,148.0
2022-08-04,188.0
2022-08-05,187.0
2022-08-06,254.0
2022-08-07,181.0
2022-08-08,129.0
2022-08-09,110.0
2022-08-10,136.0
2022-08-11,182.0
2022-08-12,287.0
2022-08-13,264.0
2022-08-14,161.0
2022-08-15,148.0
2022-08-16,165.0
2022-08-17,188.0
2022-08-18,206.0
2022-08-19,192.0
2022-08-20,183.0
2022-08-21,183.0
2022-08-22,193.0
2022-08-23,190.0
2022-08-24,169.0
2022-08-25,284.0
2022-08-26,300.0
2022-08-27,299.0
2022-08-28,209.0
2022-08-29,189.0
2022-08-30,172.0
2022-08-31,264.0
2022-09-01,337.0
2022-09-02,359.0
2022-09-03,275.0
2022-09-04,213.0
2022-09-05,161.0
2022-09-06,173.0
2022-09-07,144.0
2022-09-08,192.0
2022-09-09,300.0
2022-09-10,162.0
2022-09-11,197.0
2022-09-12,185.0
2022-09-13,237.0
2022-09-14,244.0
2022-09-15,202.0
2022-09-16,268.0
2022-09-17,241.0
2022-09-18,164.0
2022-09-19,187.0
2022-09-20,164.0
2022-09-21,179.0
2022-09-22,148.0
2022-09-23,254.0
2022-09-24,273.0
2022-09-25,153.0
2022-09-26,164.0
