date,view
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,1.0
2022-06-28,2.0
2022-06-29,1.5
2022-06-30,1.0
2022-07-01,2.0
2022-07-02,2.0
2022-07-03,3.0
2022-07-04,2.0
2022-07-05,3.0
2022-07-06,2.0
2022-07-07,2.5
2022-07-08,3.0
2022-07-09,3.6666666666666665
2022-07-10,4.333333333333333
2022-07-11,5.0
2022-07-12,1.0
2022-07-13,170.5
2022-07-14,340.0
2022-07-15,533.0
2022-07-16,512.0
2022-07-17,1178.0
2022-07-18,1191.0
2022-07-19,1119.0
2022-07-20,997.0
2022-07-21,971.0
2022-07-22,537.0
2022-07-23,402.0
2022-07-24,936.0
2022-07-25,1129.0
2022-07-26,938.0
2022-07-27,994.0
2022-07-28,792.0
2022-07-29,519.0
2022-07-30,544.0
2022-07-31,957.0
2022-08-01,1042.0
2022-08-02,1056.0
2022-08-03,890.0
2022-08-04,1046.0
2022-08-05,540.0
2022-08-06,450.0
2022-08-07,963.0
2022-08-08,1173.0
2022-08-09,869.0
2022-08-10,676.0
2022-08-11,679.0
2022-08-12,450.0
2022-08-13,512.0
2022-08-14,1111.0
2022-08-15,1353.0
2022-08-16,1004.0
2022-08-17,1070.0
2022-08-18,1042.0
2022-08-19,455.0
2022-08-20,487.0
2022-08-21,1203.0
2022-08-22,1333.0
2022-08-23,1074.0
2022-08-24,1031.0
2022-08-25,967.0
2022-08-26,551.0
2022-08-27,532.0
2022-08-28,1256.0
2022-08-29,1180.0
2022-08-30,1065.0
2022-08-31,570.0
2022-09-01,382.0
2022-09-02,519.0
2022-09-03,422.0
2022-09-04,885.0
2022-09-05,1094.0
2022-09-06,904.0
2022-09-07,827.0
2022-09-08,729.0
2022-09-09,558.0
2022-09-10,574.0
2022-09-11,1060.0
2022-09-12,1146.0
2022-09-13,1114.0
2022-09-14,1060.0
2022-09-15,1065.0
2022-09-16,755.0
2022-09-17,684.0
2022-09-18,1113.0
2022-09-19,1147.0
2022-09-20,969.0
2022-09-21,886.0
2022-09-22,802.0
2022-09-23,662.0
2022-09-24,445.0
2022-09-25,1006.0
2022-09-26,961.0
2022-09-27,805.0
2022-09-28,752.0
2022-09-29,757.0
2022-09-30,525.0
2022-10-01,533.0
2022-10-02,1005.0
